text,category
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Monthly progress targets achieved. Statutory inspection and quality audit cleared.","NONE"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
"Private land parcels demarcation completed; physical possession handover scheduled next cycle.","LAND_ACQUISITION"
"Wildlife management plan submitted to National Board for Wildlife for review.","FOREST_CLEARANCE"
"Gas pipeline crossing clearance received from GAIL; trenching work underway.","UTILITY_SHIFTING"
